name,pct,medPct,relPct,city,BEDS,enrollment
ALEXANDER ELEM SCHOOL,97.2,0.6,1.7,ALEXANDER,180202040002,380
ALEXANDER J S H S,99.8,0,0.2,ALEXANDER,180202040003,475
JOHN KENNEDY INTERMEDIATE SCHOOL,99.6,0,0.4,BATAVIA,180300010001,553
JACKSON SCHOOL,99.2,0.3,0.3,BATAVIA,180300010003,432
BATAVIA MIDDLE SCHOOL,99.6,0.3,0.1,BATAVIA,180300010005,718
BATAVIA HS,99.3,0.6,0.2,BATAVIA,180300010006,656
ST JOSEPH SCHOOL,92.6,0.5,6.5,BATAVIA,180300137106,
NOTRE DAME HS,96,1.7,2.3,BATAVIA,180300137112,
ST PAUL LUTHERAN SCHOOL,88.2,0,11.8,BATAVIA,180300329652,
NYS SCHOOL FOR THE BLIND,96.2,3.8,0,BATAVIA,180300877197,
BYRON BERGEN J S H S,100,0,0,BERGEN,180701040001,493
BYRON BERGEN ELEM SCHOOL,100,0,0,BERGEN,180701040004,516
ELBA ELEMENTARY SCHOOL,98.8,0,0.7,ELBA,180901040001,235
WOLCOTT STREET SCHOOL,99.5,0.2,0.3,LEROY,181001060001,696
LE ROY J S H S,100,0,0,LEROY,181001060002,580
OAKFIELD ALABAMA MIDDLEHIGH,100,0,0,OAKFIELD,181101040001,351
OAKFIELD ALABAMA ELEM SCHOOL,99.4,0,0.4,OAKFIELD,181101040006,512
PAVILION J S H S,100,0,0,PAVILION,181201040001,406
DOROTHY B. BUNCE ES,99.3,0,0.7,PAVILION,181201040002,338
PEMBROKE INTERMEDIATE SCHOOL,98.9,0,0.7,CORFU,181302040001,279
PEMBROKE J S H S,98.9,0,0.9,CORFU,181302040002,451
PEMBROKE PRIMARY SCHOOL,99.1,0,1,E PEMBROKE,181302040003,209
CAIRODURHAM INTERMEDIATE SCHOOL,98.9,0,0.4,CAIRO,190301040001,262
CAIRODURHAM ELEMENTARY SCHOOL,98.5,0,0.7,DURHAM,190301040002,275
CAIRO J S H S,99.1,0.1,0.7,CAIRO,190301040003,464
CATSKILL S H S,99.8,0,0,CATSKILL,190401060003,473
CATSKILL J H S,97.6,0,2.4,CATSKILL,190401060007,334
CATSKILL ELEMENTARY SCHOOL,97.8,0,1.4,CATSKILL,190401060008,792
COXSACKIEATHENS HIGH SCHOOL,100,0,0,COXSACKIE,190501040001,490
COXSACKIE ELEM SCHOOL,99.3,0,0.7,COXSACKIE,190501040002,271
ATHENS ELEM SCHOOL,99.1,0.5,0.5,ATHENS,190501040003,219
COXSACKIEATHENS MIDDLE SCHOOL,99.1,0.7,0.2,COXSACKIE,190501040004,425
GREENVILLE MS,98.9,0,1.1,GREENVILLE,190701040001,282
GREENVILLE  H S,98.9,0,1.1,GREENVILLE,190701040004,370
GREENVILLE ELEM SCHOOL,99.3,0,0.6,GREENVILLE,190701040005,538
GRAPEVILLE CHRISTIAN SCHOOL,89.4,0,3,CLIMAX,190701859503,
HUNTER TANNERSVILLE J S H S,98.8,0,1.2,TANNERSVILLE,190901040001,161
HUNTER ELEM SCHOOL,95.1,0,3,HUNTER,190901040003,218
PLATTE CLOVE SCHOOL,97.1,0,0,ELKA PARK,190901999257,
WINDHAMASHLAND-JEWETT CS,96.4,0,2.7,WINDHAM,191401040001,333
INDIAN LAKE CENTRAL SCHOOL,100,0,0,INDIAN LAKE,200401040001,124
INLET ELEM SCHOOL,96.3,0,0,INLET,200501080001,27
LAKE PLEASANT SCHOOL,92.8,0,0,SPECULATOR,200601040001,123
LONG LAKE CENTRAL SCHOOL,96.6,0,0,LONG LAKE,200701040001,66
WELLS SCHOOL,100,0,0,WELLS,200901040001,144
WEST CANADA VALLEY J S H S,99.4,0,0.6,NEWPORT,210302040003,355
WEST CANADA VALLEY ELEM SCHOOL,97.7,0,0.6,NEWPORT,210302040005,353
FRANKFORT SCHUYLER MIDDLE /HIGH SCHOOL,99.8,0,0.2,FRANKFORT,210402060001,342
FRANKFORT SCHUYLER ELEM SCHOOL,99.8,0.2,0,FRANKFORT,210402060003,437
MOWAWK HS,99,0.3,0,MOHAWK,210502040001,
HERKIMER JSHS,99.6,0,0.4,HERKIMER,210601060005,512
HERKIMER ELEMENTARY SCHOOL,99.4,0,0.6,HERKIMER,210601060006,672
ST FRANCIS DE SALES SCHOOL,100,0,0,HERKIMER,210601115680,
BENTON HALL SCHOOL,99.2,0,0.4,LITTLE FALLS,210800050001,502
LITTLE FALLS HIGH SCHOOL,100,0,0,LITTLE FALLS,210800050005,357
LITTLE FALLS MIDDLE SCHOOL,98.9,0,1.1,LITTLE FALLS,210800050006,263
MOHAWK VALLEY CHRISTIAN ACADEMY,88.6,0,8.6,LITTLE FALLS,210800858546,
DOLGEVILLE ELEMENTARY SCHOOL,97.9,0,0.9,DOLGEVILLE,211003040001,359
JAMES A GREEN HIGH SCHOOL,99.6,0,0.4,DOLGEVILLE,211003040002,269
DOLGEVILLE MIDDLE SCHOOL,99.7,0,0,DOLGEVILLE,211003040004,295
POLAND JSHS,99.1,0,0.9,POLAND,211103040001,332
POLAND ES,98.8,0,0.4,POLAND,211103040003,283
OWEN D YOUNG CENTRAL SCHOOL,95.7,0.5,2.2,VAN HORNESVILLE,211701040001,184
TOWN OF WEBB SCHOOL,95.6,0,2.6,OLD FORGE,211901020001,268
MOUNT MARKHAM ELEM SCHOOL,100,0,0,WEST WINFIELD,212001040002,437
MOUNT MARKHAM S H S,99.1,0.3,0,WEST WINFIELD,212001040003,343
MOUNT MARKHAM MIDDLE SCHOOL,99.7,0,0.3,WEST WINFIELD,212001040005,335
FAITH CHRISTIAN SCHOOL,100,0,0,BRIDGEWATER,212001809542,
GREGORY B. JARVIS MIDDLE SCHOOL,99.7,0.3,0,MOHAWK,212101040001,720
CENTAL VALLEY ACADEMY,99.7,0,0,ILION,212101040005,690
BARRINGER ROAD ELEM SCHOOL,99.5,0,0,ILION,212101040006,504
HERKIMERFUL-HAMLTN-OTS BOCES,100,0,0,HERKIMER,219000000000,
GEN BRUCE E CLARK HS,98.9,0.5,0.7,ADAMS,220101040002,604
MAYNARD P WILSON SCHOOL,98.8,0.2,0.2,ADAMS,220101040003,555
MANNSVILLE MANOR ELEM SCHOOL,98.3,0.3,1.4,ADAMS,220101040004,380
SOUTH JEFFERSON MIDDLE SCHOOL,99.3,0,0.7,ADAMS,220101040006,455
ALEXANDRIA CENTRAL ES,99.7,0.3,0,ALEXANDRIA BAY,220202040001,321
ALEXANDRIA CENTRAL HS,99,0,0.5,ALEXANDRIA BAY,220202040002,298
ANTWERP PRIMARY SCHOOL,98.8,0,0.8,ANTWERP,220301060001,244
EVANS MILLS PRIMARY SCHOOL,98.6,0,0.8,EVANS MILLS,220301060002,491
PHILADELPHIA ELEM SCHOOL,100,0,0,PHILADELPHIA,220301060003,138
THERESA BRANCH SCHOOL,99.5,0,0.5,THERESA,220301060004,217
INDIAN RIVER HIGH SCHOOL,99.4,0,0.1,PHILADELPHIA,220301060007,937
INDIAN RIVER MIDDLE SCHOOL,98.9,0.1,0.9,PHILADELPHIA,220301060008,899
CALCIUM PRIMARY SCHOOL,99.3,0,0.4,CALCIUM,220301060009,652
INDIAN RIVER INTERMEDIATE SCHOOL,99.9,0,0.2,PHILADELPHIA,220301060010,652
BROWNVILLE SCHOOL,99.8,0,0.2,BROWNVILLE,220401040002,529
DEXTER ELEM SCHOOL,100,0,0,DEXTER,220401040003,350
GENERAL BROWN J S H S,99.7,0,0,DEXTER,220401040004,672
GUARDINO ELEM SCHOOL,100,0,0,CLAYTON,220701040001,335
CAPE VINCENT ELEM SCHOOL,98.9,1.1,0,CAPE VINCENT,220701040002,92
THOUSAND ISLANDS H S,98.5,0.6,0,CLAYTON,220701040003,336
THOUSAND ISLANDS MIDDLE SCHOOL,98.8,0.7,0,CLAYTON,220701040004,234
BELLEVILLE HENDERSON CENTRAL SCHOOL,98.5,0.4,1.1,BELLEVILLE,220909040010,496
SACKETS HARBOR CENTRAL SCHOOL,97.9,0.6,1.1,SACKETS HARBOR,221001040001,470
LYME CENTRAL SCHOOL,97.5,0.3,2.3,CHAUMONT,221301040001,370
LAFARGEVILLE CENTRAL SCHOOL,100,0,0,LAFARGEVILLE,221401040001,572
KNICKERBOCKER SCHOOL,99.5,0,0,WATERTOWN,222000010007,400
SHERMAN SCHOOL,98.5,0,0,WATERTOWN,222000010010,327
STARBUCK ELEMENTARY SCHOOL,100,0,0,WATERTOWN,222000010011,162
CASE MIDDLE SCHOOL,98.8,0.2,0,WATERTOWN,222000010013,578
NORTH ELEMENTARY SCHOOL,99.4,0,0,WATERTOWN,222000010014,500
OHIO STREET SCHOOL,100,0,0,WATERTOWN,222000010015,337
WATERTOWN S H S,99.3,0,0,WATERTOWN,222000010016,1090
HAROLD T WILEY SCHOOL,97.9,0,0,WATERTOWN,222000010017,571
IMMACULATE HEART ELEMENTARY SCHOOL,99.6,0,0,WATERTOWN,222000155013,
IMMACULATE HEART CENTRAL H S,99,0,0.3,WATERTOWN,222000155874,
FAITH FELLOWSHIP,96.5,0,0,WATERTOWN,222000809092,
CARTHAGE CENTRAL HIGH SCHOOL,99.7,0,0,CARTHAGE,222201060001,972
BLACK RIVER SCHOOL,99.3,0.4,0.2,BLACK RIVER,222201060002,537
CARTHAGE ELEM SCHOOL,98.9,0.7,0.5,CARTHAGE,222201060005,438
WEST CARTHAGE ELEM SCHOOL,99.6,0,0.4,CARTHAGE,222201060006,460
CARTHAGE MIDDLE SCHOOL,100,0,0,CARTHAGE,222201060011,1021
AUGUSTINIAN ACADEMYELEM,100,0,0,CARTHAGE,222201155866,
CHRISTIAN HERITAGE SCHOOL,100,0,0,CARTHAGE,222201809064,
COPENHAGEN CENTRAS SCHOOL,98.6,0.2,0.2,COPENHAGEN,230201040001,460
HARRISVILLE ELEM SCHOOL,100,0,0,HARRISVILLE,230301040001,186
HARRISVILLE J S H S,100,0,0,HARRISVILLE,230301040002,234
LOWVILLE ELEM SCHOOL,98,0,0,LOWVILLE,230901040001,669
LOWVILLE J S H S,99.8,0,0,LOWVILLE,230901040002,425
LOWVILLE MIDDLE SCHOOL,99.4,0.3,0.3,LOWVILLE,230901040003,325
CRYSTAL LIGHT MENNONITE SCHOOL,58.8,0,0,CASTORLAND,230901657826,
HOPE MENONITE SCHOOL,27.3,0,72.7,LOWVILLE,230901658822,
GLENFIELD ELEM SCHOOL,100,0,0,GLENFIELD,231101040005,221
SOUTH LEWIS MS,100,0,0,TURIN,231101040006,313
SOUTH LEWIS H S,100,0,0,TURIN,231101040007,298
PORT LEYDEN ELEM SCHOOL,99.5,0,0.5,PORT LEYDEN,231101040008,210
BEAVER RIVER ELEMENTARY SCHOOL,98.2,0,0.8,BEAVER FALLS,231301040001,426
BEAVER RIVER SHS,99.2,0.4,0,BEAVER FALLS,231301040002,262
BEAVER RIVER MIDDLE SCHOOL,99.5,0,0.5,BEAVER FALLS,231301040004,206
RIVER VALLEY MENNONITE SCHOOL,100,0,0,CASTORLAND,231301658564,
AVON PRIMARY SCHOOL,99,0.5,0.5,AVON,240101040001,404
AVON HS,90.7,8.3,0.9,AVON,240101040002,322
AVON MIDDLE SCHOOL,99,0.3,0.6,AVON,240101040003,316
ST AGNES PAROCHIAL SCHOOL,100,0,0,AVON,240101166156,
CALEDONIA MUMFORD ELEM SCHOOL,97.2,0.3,1.4,CALEDONIA,240201040001,396
CALEDONIA MUMFORD HIGH SCHOOL,100,0,0,CALEDONIA,240201040002,277
CALEDONIA MUMFORD MIDDLE SCHOOL,99.6,0,0.4,CALEDONIA,240201040003,229
GENESEO JSHS,99.6,0.2,0.2,GENESEO,240401040001,479
GENESEO ELEM SCHOOL,97,1,0.3,GENESEO,240401040002,398
GENESEE COUNTRY CHRISTIAN SCHOOL,95.5,0,4.6,GENESEO,240401809547,
LIVONIA PRIMARY SCHOOL,98.6,0,0.6,LIVONIA,240801060001,756
LIVONIA SENIOR HIGH SCHOOL,99.5,0,0.5,LIVONIA,240801060002,576
LIVONIA INTERMEDIATE SCHOOL,99.2,0,0.8,LIVONIA,240801060004,
MT MORRIS CENTRAL SCHOOL,99.8,0,0,MT MORRIS,240901040001,233
ELLIS B HYDE ELEM SCHOOL,99.1,0.2,0.7,DANSVILLE,241001060001,459
DANSVILLE SENIOR HS,99.2,0.1,0.4,DANSVILLE,241001060003,727
DANSVILLE PRIMARY SCHOOL,97.4,0,0.3,DANSVILLE,241001060004,366
KESHEQUA ELEM SCHOOL,99.3,0,0,DALTON,241101040002,324
KESHEQUA J S H S,99.3,0,0.5,NUNDA,241101040003,249
YORK CENTRAL ELEM SCHOOL,99.7,0.3,0,RETSOF,241701040003,332
YORK J S H S,99.3,0.5,0.3,RETSOF,241701040004,403
GENESEE VALLEY BOCES SPECIAL EDUCATION,100,0,0,BATAVIA,249000000010,
GENESEE VALLEY BOCESCG MAY CENTER,86,0,0,MT MORRIS,249000000011,
BROOKFIELD CENTRAL SCHOOL,100,0,0,BROOKFIELD,250109040001,224
CAZENOVIA MIDDLE SCHOOL,97,0.8,2.2,CAZENOVIA,250201060001,367
CAZENOVIA J S H S,97.9,0.8,1.1,CAZENOVIA,250201060002,667
BURTON STREET ELEM SCHOOL,98.2,0.4,1,CAZENOVIA,250201060006,494
DERUYTER H S,97.7,0.5,0.5,DERUYTER,250301040001,211
DERUYTER ELEM SCHOOL,96.1,0,1.7,DERUYTER,250301040002,214
E.R. ANDREWS ELEM.,99,0,0.3,MORRISVILLE,250401040001,423
MORRISVILLE J S H S,100,0,0,MORRISVILLE,250401040004,329
HAMILTON JSHS,98.2,1.4,0.4,HAMILTON,250701040001,283
HAMILTON ES,100,0,0,HAMILTON,250701040002,284
NEW LIFE CHRISTIAN SCHOOL,88.6,0,8.6,HAMILTON,250701808879,
PETERBORO STREET ELEM SCHOOL,98.2,0,0.5,CANASTOTA,250901060003,217
CANASTOTA  JR SR HIGH SCHOOL,100,0,0,CANASTOTA,250901060004,716
ROBERTS STREET MIDDLE SCHOOL,99.6,0.2,0.2,CANASTOTA,250901060005,313
SOUTH SIDE ELEM SCHOOL,99.5,0,0.5,CANASTOTA,250901060006,203
MADISON CENTRAL SCHOOL,99.6,0.2,0.2,MADISON,251101040003,484
DURHAMVILLE SCHOOL,97.7,0,0.4,DURHAMVILLE,251400010002,260
NORTH BROAD STREET SCHOOL,98.8,0,0.4,ONEIDA,251400010003,245
SENECA STREET ELEMENTARY SCHOOL,99.6,0,0,ONEIDA,251400010005,244
W F PRIOR ELEMENTARY SCHOOL,100,0,0,ONEIDA,251400010006,294
OTTO L SHORTELL MIDDLE SCHOOL,99.8,0,0.2,WAMPSVILLE,251400010008,505
ONEIDA SHS,99.9,0,0.1,ONEIDA,251400010009,699
ST PATRICK SCHOOL,99,0,1,ONEIDA,251400185522,
HOLY CROSS ACADEMY,97.2,0,0,ONEIDA,251400189608,
STOCKBRIDGE VALLEY CENTRAL SCHOOL,99.3,0,0.7,MUNNSVILLE,251501040001,445
BRIDGEPORT ELEM SCHOOL,100,0,0,BRIDGEPORT,251601060001,234
BOLIVAR ROAD ELEM SCHOOL,99.7,0,0.3,CHITTENANGO,251601060002,340
CHITTENANGO MIDDLE,99.6,0.2,0.2,CHITTENANGO,251601060003,465
CHITTENANGO H S,98.4,0.2,0.4,CHITTENANGO,251601060005,699
LAKE STREET ELEMENTARY SCHOOL,99.4,0,0.3,CHITTENANGO,251601060006,333
MADISONONEIDA BOCES,97.1,1.1,0.4,VERONA,259000000000,
COUNCIL ROCK SCHOOL,97.7,0.4,1.1,ROCHESTER,260101060001,732
BRIGHTON S H S,99.9,0,0.1,ROCHESTER,260101060004,1153
TWELVE CORNERS MIDSCHOOL,99.5,0,0.1,ROCHESTER,260101060008,808
FRENCH ROAD ELEMENTARY SCHOOL,99.1,0,0.7,ROCHESTER,260101060010,818
SETON CATHOLIC SCHOOL: KNDGTN6TH,97.9,0.3,1.7,ROCHESTER,260101166208,
SIENA CATHOLIC ACADEMY: 7TH & 8TH,100,0,0,ROCHESTER,260101166230,
MCQUAID JESUIT H S,98.5,0.2,0.8,ROCHESTER,260101166603,
HILLEL SCHOOL,100,0,0,ROCHESTER,260101226476,
WESTFALL ACADEMY ISLAMIC CTR,90.4,0,1.2,ROCHESTER,260101625038,
DESTINY SCHOOL AND PRESCHOOL,96.8,0,2.1,ROCHESTER,260101809946,
MONTESSORI SCHOOL OF ROCHESTER,100,0,0,ROCHESTER,260101995574,
THE HARLEY SCHOOL,97.6,0.4,1.8,ROCHESTER,260101996451,
"RICH BEGINNING CHILD CARE CENTER, INC.",100,0,0,ROCHESTER,260101996452,
GATES CHILI H S,98.9,0.9,0.1,ROCHESTER,260401060001,1378
FLORENCE BRASSER SCHOOL,97.2,0.7,1.7,ROCHESTER,260401060002,279
GATESCHILI MIDDLE SCHOOL,99.4,0.4,0.2,ROCHESTER,260401060004,958
PAUL ROAD SCHOOL,100,0,0,ROCHESTER,260401060007,530
WALT DISNEY SCHOOL,99.8,0.2,0,ROCHESTER,260401060008,412
NEIL ARMSTRONG SCHOOL,100,0,0,ROCHESTER,260401060009,523
ST PIUS X SCHOOL,99.1,0.5,0.5,ROCHESTER,260401166221,
NORTHSTAR CHRISTIAN ACADEMY,93,0.4,3.5,ROCHESTER,260401857742,
HOPE HALL,100,0,0,ROCHESTER,260401999477,
AUTUMN LANE ELEM SCHOOL,99.7,0,0.3,ROCHESTER,260501060001,385
LONGRIDGE SCHOOL,98.8,0.6,0.4,ROCHESTER,260501060002,852
BROOKSIDE ELEM SCHOOL,99.5,0,0.3,ROCHESTER,260501060004,373
ENGLISH VILLAGE SCHOOL,99.2,0,0.8,ROCHESTER,260501060006,458
WEST RIDGE SCHOOL,97.9,0.7,0.9,ROCHESTER,260501060007,467
OLYMPIA S H S,99.2,0.3,0.1,ROCHESTER,260501060008,1140
PADDY HILL ELEM SCHOOL,99.3,0,0.5,ROCHESTER,260501060009,554
GREECE ARCADIA H S,99.2,0.1,0.4,ROCHESTER,260501060010,1100
LAKESHORE ELEM SCHOOL,99.5,0.3,0,ROCHESTER,260501060011,383
BUCKMAN HEIGHTS SCHOOL,100,0,0,ROCHESTER,260501060012,314
ODYSSEY ACADEMY SCHOOL,99.8,0,0.1,ROCHESTER,260501060013,1151
CRAIG HILL ELEM SCHOOL,99.7,0,0.3,ROCHESTER,260501060015,323
HOLMES ROAD ELEM SCHOOL,100,0,0,ROCHESTER,260501060016,410
GREECE ATHENA H S,99.6,0,0.3,ROCHESTER,260501060019,1204
GREECE ATHENA J H S,99.4,0.1,0.2,ROCHESTER,260501060020,856
GREECE ARCADIA MIDDLE SCHOOL,99,0.4,0.6,ROCHESTER,260501060023,812
PINE BROOK ELEM SCHOOL,98.9,0.3,0.8,ROCHESTER,260501060024,589
ST LAWRENCE SCHOOL,98.5,0,1.5,ROCHESTER,260501166192,
"THE CHILDREN CENTER OF BRIGHTON, INC.",95,0,0,ROCHESTER,260501166194,
GREECE CHRISTIAN SCHOOL,85.2,0,14.8,ROCHESTER,260501808815,
DISCOVERY CHARTER SCHOOL,100,0,0,ROCHESTER,260501861002,214
VILLA OF HOPE,98.7,0,0,ROCHESTER,260501996191,
LAURELTON ELEM SCHOOL,99,0,1,ROCHESTER,260801060003,298
IVAN L GREEN SCHOOL,98,0.3,1.4,ROCHESTER,260801060005,351
EASTRIDGE S H S,99.7,0.2,0.1,ROCHESTER,260801060006,952
DURANDEASTMAN SCHOOL,98.6,0,1.1,ROCHESTER,260801060009,348
HELENDALE RD PRIMARY SCHOOL,98.1,0.6,1.4,ROCHESTER,260801060011,357
EAST IRONDEQUOIT MIDDLE SCHOOL,99.2,0,0.8,ROCHESTER,260801060012,656
ST JOHN NEUMANN SCHOOL,97.3,1.4,1.4,ROCHESTER,260801165157,
BISHOP KEARNEY HS,99.7,0,0.3,ROCHESTER,260801166610,
DERECH HATORAH OF ROCHESTER,100,0,0,ROCHESTER,260801225023,
BAY KNOLL SDA CHURCH SCHOOL,100,0,0,ROCHESTER,260801428508,
BRIARWOOD SCHOOL,98.1,0,0,ROCHESTER,260803060001,157
DAKE MIDDLE SCHOOL,99.7,0.3,0,ROCHESTER,260803060002,580
IROQUOIS MIDDLE SCHOOL,100,0,0,ROCHESTER,260803060003,378
ROGERS MIDDLE SCHOOL,98.8,0.7,0,ROCHESTER,260803060004,419
IRONDEQUOIT S H S,99.7,0,0.3,ROCHESTER,260803060005,1236
SENECA SCHOOL,98.7,0.7,0.7,ROCHESTER,260803060007,154
COLEBROOK SCHOOL,100,0,0,ROCHESTER,260803060009,166
SOUTHLAWN SCHOOL,95.2,0,1,ROCHESTER,260803060011,204
BROOKVIEW SCHOOL,97.6,0,1.2,ROCHESTER,260803060012,166
LISTWOOD SCHOOL,99.3,0,0,ROCHESTER,260803060014,138
ST KATERI SCHOOL,98.8,0,0.6,ROCHESTER,260803166171,
ARCHANGEL SCHOOL,87.7,0,3.5,ROCHESTER,260803994567,
LIMA ELEM SCHOOL,98.7,0,1,LIMA,260901060001,300
MANOR ELEM SCHOOL,99.6,0.2,0.3,HONEOYE FALLS,260901060002,675
HONEOYE FALLSLIMA S H S,99.6,0,0.3,HONEOYE FALLS,260901060004,797
HONEOYE FALLSLIMA MIDDLE SCH,98.4,0.4,1.2,HONEOYE FALLS,260901060005,569
LIMA CHRISTIAN SCHOOL,95.5,0,1.1,LIMA,260901808131,
E J WILSON S H S,99.3,0,0.5,SPENCERPORT,261001060001,1274
WILLIAM C MUNN SCHOOL,99.7,0,0,SPENCERPORT,261001060002,333
LEO BERNABI SCHOOL,99.7,0,0.3,SPENCERPORT,261001060003,360
A M COSGROVE MIDDLE SCHOOL,99.4,0.1,0.3,SPENCERPORT,261001060005,865
TERRY TAYLOR ELEM SCHOOL,99.7,0,0.3,SPENCERPORT,261001060006,386
CANAL VIEW ES,98.3,0.2,0.4,SPENCERPORT,261001060007,487
VILLAGE ELEMENTARY SCHOOL,99.9,0.1,0,HILTON,261101060001,1049
QUEST SCHOOL,99.1,0,0.9,HILTON,261101060002,463
HILTON H S,99.7,0.1,0.2,HILTON,261101060004,1416
MERTON WILLIAMS MIDDLE SCHOOL,100,0,0,HILTON,261101060005,705
NORTHWOOD ELEM SCHOOL,98.6,1,0.4,HILTON,261101060006,873
ST PAUL LUTHERAN SCHOOL,100,0,0,HILTON,261101325771,
COBBLES ELEM SCHOOL,98.3,0,1.7,PENFIELD,261201060003,465
INDIAN LANDING ELEM SCHOOL,98.9,0,0.9,ROCHESTER,261201060004,443
SCRIBNER ROAD ELEM SCHOOL,98.9,0.2,0.9,PENFIELD,261201060005,536
PENFIELD S H S,99.4,0.1,0.5,PENFIELD,261201060006,1436
BAY TRAIL MIDDLE SCHOOL,99.6,0,0.4,PENFIELD,261201060008,1100
HARRIS HILL ELEM SCHOOL,99.4,0,0.2,PENFIELD,261201060009,469
ST JOSEPH SCHOOL,100,0,0,PENFIELD,261201166189,
OUR LADY OF MERCY HIGH SCHOOL,98.2,0.2,1.3,ROCHESTER,261201166604,
THE CHARLES FINNEY SCHOOL,97.1,0,2.9,PENFIELD,261201809352,
PENFIELD VILLAGE NRSY SCHKNDG,88.9,0,5.6,PENFIELD,261201998352,
MONROE #1 BOCES/ALTERNATIVE LEARNING ACADEMY/START,100,0,0,FAIRPORT,261300000001,
MONROE #1 BOCES/BIRD/MORGAN  SCHOOL,95,0,2.5,FAIRPORT,261300000003,
BROOKS HILL SCHOOL,98.9,0.2,0.6,FAIRPORT,261301060001,641
JOHANNA PERRIN SCHOOL,99.7,0.1,0.1,FAIRPORT,261301060002,692
MARTHA BROWN J H S,98.9,0,1.1,FAIRPORT,261301060004,785
JEFFERSON AVENUE SCHOOL,99.1,0,0.9,FAIRPORT,261301060006,604
MINERVA DELAND SCHOOL,99.4,0,0.6,FAIRPORT,261301060007,498
NORTHSIDE SCHOOL,99.6,0,0.3,FAIRPORT,261301060008,681
FAIRPORT X H S,99.6,0.2,0.1,FAIRPORT,261301060009,1638
DUDLEY SCHOOL,99.2,0,0.8,FAIRPORT,261301060010,645
EAST ROCHESTER ELEMENTARY SCHOOL,98.1,0.2,1.2,E ROCHESTER,261313030001,629
EAST ROCHESTER HIGH SCHOOL,98.5,0.2,0.2,EAST ROCHESTER,261313030002,466
ST JOHN BOSCO SCHOOL,86.5,0,8.1,FAIRPORT,261313995996,
ALLEN CREEK SCHOOL,99.1,0,0.3,ROCHESTER,261401060001,350
JEFFERSON ROAD SCHOOL,97.8,0.3,1.3,PITTSFORD,261401060002,393
PARK ROAD SCHOOL,98.3,0,0.8,PITTSFORD,261401060004,479
MENDON CENTER ELEMENTARY SCHOOL,99.5,0,0.1,PITTSFORD,261401060005,764
PITTSFORD S H S,99.3,0,0.7,PITTSFORD,261401060006,971
BARKER ROAD MIDDLE SCHOOL,98.7,0.1,0.9,PITTSFORD,261401060008,762
THORNELL ROAD SCHOOL,98.9,0,0.4,PITTSFORD,261401060009,447
PITTSFORD MENDON H S,99.3,0.3,0.4,PITTSFORD,261401060010,995
CALKINS ROAD MIDDLE SCHOOL,98.3,0.3,1.5,PITTSFORD,261401060011,683
ST LOUIS SCHOOL,99.6,0,0.4,PITTSFORD,261401167057,
THE GODDARD SCHOOL,100,0,0,PITTSFORD,261401167058,
ALLENDALE  COLUMBIA SCHOOL,98.3,0,1.4,ROCHESTER,261401997038,
CHESTNUT RIDGE ELEM SCHOOL,99.1,0.2,0.2,ROCHESTER,261501060002,548
CHURCHVILLE ELEM SCHOOL,99.3,0.2,0.5,CHURCHVILLE,261501060003,418
CHURCHVILLE CHILI S H S,99.6,0.1,0.1,CHURCHVILLE,261501060004,1216
FAIRBANKS ROAD ELEM SCHOOL,99.8,0,0,CHURCHVILLE,261501060006,455
CHURCHVILLECHILI MIDDLE SCHOOL,99.6,0.2,0.1,CHURCHVILLE,261501060007,
CHURCHVILLE CHILI 9TH GRADE ACADEMY,99.7,0.3,0,CHURCHVILLE,261501060008,1264
SCHOOL 1 MARTIN B ANDERSON,100,0,0,ROCHESTER,261600010001,345
SCHOOL 2 CLARA BARTON,98.9,0,0,ROCHESTER,261600010002,499
SCHOOL 3 NATHANIEL ROCHESTER COMMUNITY SCHOOL,98.5,0,0,ROCHESTER,261600010003,655
SCHOOL 4 GEORGE MAHER FORBES,100,0,0,ROCHESTER,261600010004,447
SCHOOL 5 JOHN WILLIAMS,94.8,0,0,ROCHESTER,261600010005,612
SCHOOL 7 VIRGIL J GRISSOM,97.4,0.2,0.2,ROCHESTER,261600010007,634
SCHOOL 8 ROBERTO CLEMENTE,98.4,0,0,ROCHESTER,261600010008,647
SCHOOL 9 DR MARTIN LUTHER KING JR,99.1,0,0,ROCHESTER,261600010009,781
SCHOOL 10 DR. WALTER COOPER ACADEMY,98.7,0,0.9,ROCHESTER,261600010010,333
SCHOOL 12 JAMES PB DUFFY SCHOOL,99.4,0,0.3,ROCHESTER,261600010012,708
SCHOOL 15 CHILDREN'S SCHOOL OF ROCHESTER (THE),93.4,0,1.3,ROCHESTER,261600010015,293
SCHOOL 16 JOHN WALTON SPENCER,98.3,0,0,ROCHESTER,261600010016,546
SCHOOL 17 ENRICO FERMI,97.7,0,0.2,ROCHESTER,261600010017,717
SCHOOL 19 DR CHARLES T LUNSFORD,100,0,0,ROCHESTER,261600010019,429
SCHOOL 20 HENRY LOMB SCHOOL,99.4,0,0,ROCHESTER,261600010020,378
SCHOOL 22 LINCOLN,98.9,0,0,ROCHESTER,261600010022,549
SCHOOL 23 FRANCIS PARKER,99,0,1,ROCHESTER,261600010023,319
SCHOOL 25 NATHANIEL HAWTHORNE,100,0,0,ROCHESTER,261600010025,327
SCHOOL 28 HENRY HUDSON,99.8,0,0.2,ROCHESTER,261600010028,539
