I.S. 96 SETH LOW,BROOKLYN,97.1,663,http://data.schoolbook.org/school/988-is-096-seth-low,21K096,
I.S. 98 BAY ACADEMY,BROOKLYN,99.5,1432,http://data.schoolbook.org/school/990-is-98-bay-academy,21K098,
I.S. M286 RENAISSANCE LEADERSHIP ACADEMY,MANHATTAN,95.5,176,http://data.schoolbook.org/school/238-is-m286-renaissance-military-leadership-academy,05M286,
I.S. R002 GEORGE L. EGBERT,STATEN ISLAND,99.8,819,http://data.schoolbook.org/school/1407-is-r002-george-l-egbert,31R002,,,
I.S. X303 LEADERSHIP & COMMUNITY SERVICE,BRONX,100,295,http://data.schoolbook.org/school/439-is-x303-leadership-community-service,09X303,,,
"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",BRONX,98.2,327,http://data.schoolbook.org/school/636-is-x318-math-science-technology-through-arts,12X318,,,
IDEAL ISLAMIC SCHOOL,QUEENS,91.7,,,,,,3.43001E+11
IDEAL MONTESSORI SCHOOL,QUEENS,100,,,,,,3.42801E+11
IMAGINE ACADEMY,BROOKLYN,100,,,,,,3.32101E+11
IMMACULATE CONCEPTION SCHOOL,MANHATTAN,98.3,,,,,,3.101E+11
IMMACULATE CONCEPTION SCHOOL,BRONX,99.2,,,,,,3.207E+11
IMMACULATE CONCEPTION SCHOOL,BRONX,97,,,,,,3.211E+11
IMMACULATE CONCEPTION SCHOOL,QUEENS,98.5,,,,,,3.429E+11
IMMACULATE CONCEPTION SCHOOL,QUEENS,99.5,,,,,,3.43E+11
IN-TECH ACADEMY (M.S./HIGH SCHOOL 368),BRONX,97.9,988,http://data.schoolbook.org/school/520-in-tech-academy-ms-high-school-368,10X368,20,,
INCARNATION SCHOOL,MANHATTAN,96.1,,,,,,3.106E+11
INCARNATION SCHOOL,QUEENS,100,,,,,,3.429E+11
INDEPENDENCE HIGH SCHOOL,MANHATTAN,100,81,http://data.schoolbook.org/school/122-independence-high-school,02M544,,,
INFORMATION TECHNOLOGY HIGH SCHOOL,QUEENS,99.5,865,http://data.schoolbook.org/school/1402-information-technology-high-school,30Q502,,,
INNOVATION DIPLOMA PLUS,MANHATTAN,98.7,76,http://data.schoolbook.org/school/172-innovation-diploma-plus,03M404,,,
INSTITUTE FOR COLLABORATIVE EDUCATION,MANHATTAN,92,474,http://data.schoolbook.org/school/90-institute-for-collaborative-education,02M407,,25,
INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHTS,QUEENS,94.1,202,http://data.schoolbook.org/school/4280-institute-for-health-professions-at-cambria-heights,29Q243,10,,
INTERNATIONAL ARTS BUSINESS SCHOOL,BROOKLYN,100,*,http://data.schoolbook.org/school/852-international-arts-business-school,17K544,,,
INTERNATIONAL COMMUNITY HIGH SCHOOL,BRONX,86.2,312,http://data.schoolbook.org/school/323-international-community-high-school,07X334,42,,
INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,BROOKLYN,89.5,277,http://data.schoolbook.org/school/1014-international-high-school-at-lafayette,21K337,20,,
INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,QUEENS,97.3,403,http://data.schoolbook.org/school/1135-international-high-school-at-laguardia-community-college,24Q530,,,
INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,BROOKLYN,78.7,301,http://data.schoolbook.org/school/845-international-high-school-at-prospect-heights,17K524,64,,
INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,MANHATTAN,75,252,http://data.schoolbook.org/school/106-international-high-school-at-union-square,02M438,63,,
INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,QUEENS,76.6,137,http://data.schoolbook.org/school/4266-international-high-school-for-health-sciences,24Q236,32,,
INTERNATIONAL SCHOOL FOR LIBERAL ARTS,BRONX,95.3,491,http://data.schoolbook.org/school/516-international-school-for-liberal-arts,10X342,17,,
INTERNATIONAL SCHOOL OF BROOKLYN,BROOKLYN,94.7,,,,,,3.31501E+11
INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TECHNOLOGIES (P-TECH),MANHATTAN,96.5,86,http://data.schoolbook.org/school/4225-inwood-early-college-for-health-and-information-technologies-ptech,06M211,,,
IRWIN ALTMAN MIDDLE SCHOOL 172,QUEENS,99,955,http://data.schoolbook.org/school/1199-irwin-altman-middle-school-172,26Q172,,,
ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,MANHATTAN,98.9,271,http://data.schoolbook.org/school/220-isaac-newton-middle-school-for-math-science,04M825,,,
ISLAMIC CULTURAL CENTER SCHOOL,MANHATTAN,86.1,,,,,,3.10201E+11
ISLAMIC LEADERSHIP SCHOOL,BRONX,63.1,,,,,,3.21101E+11
IT TAKES A VILLAGE ACADEMY,BROOKLYN,92.9,480,http://data.schoolbook.org/school/880-it-takes-a-village-academy,18K563,30,,
IVDU SCHOOL,BROOKLYN,69.4,,,,,,3.321E+11
J.H.S. 104 SIMON BARUCH,MANHATTAN,98.6,1082,http://data.schoolbook.org/school/46-jhs-104-simon-baruch,02M104,,,
J.H.S. 118 WILLIAM W. NILES,BRONX,95.4,1183,http://data.schoolbook.org/school/487-jhs-118-william-w-niles,10X118,45,,
J.H.S. 123 JAMES M. KIERAN,BRONX,98.1,425,http://data.schoolbook.org/school/354-jhs-123-james-m-kieran,08X123,,,
J.H.S. 125 HENRY HUDSON,BRONX,96.6,414,http://data.schoolbook.org/school/355-jhs-125-henry-hudson,08X125,,,
J.H.S. 127 THE CASTLE HILL,BRONX,97.9,747,http://data.schoolbook.org/school/564-jhs-127-the-castle-hill,11X127,,,
J.H.S. 13 JACKIE ROBINSON,MANHATTAN,100,35,http://data.schoolbook.org/school/189-jhs-013-jackie-robinson,04M013,,,
J.H.S. 131 ALBERT EINSTEIN,BRONX,99.1,587,http://data.schoolbook.org/school/357-jhs-131-albert-einstein,08X131,,,
J.H.S. 14 SHELL BANK,BROOKLYN,97.5,558,http://data.schoolbook.org/school/1026-jhs-014-shell-bank,22K014,,,
J.H.S. 143 ELEANOR ROOSEVELT,MANHATTAN,97,397,http://data.schoolbook.org/school/264-jhs-143-eleanor-roosevelt,06M143,,,
J.H.S. 144 MICHELANGELO,BRONX,99.1,550,http://data.schoolbook.org/school/566-jhs-144-michelangelo,11X144,,,
J.H.S. 145 ARTURO TOSCANINI,BRONX,95.1,369,http://data.schoolbook.org/school/416-jhs-145-arturo-toscanini,09X145,,,
J.H.S. 151 LOU GEHRIG,BRONX,94.6,261,http://data.schoolbook.org/school/309-jhs-151-lou-gehrig,07X151,,,
J.H.S. 157 STEPHEN A. HALSEY,QUEENS,99.1,1528,http://data.schoolbook.org/school/1293-jhs-157-stephen-a-halsey,28Q157,,,
J.H.S. 162 LOLA RODRIGUEZ DE TIO,BRONX,94.1,375,http://data.schoolbook.org/school/313-jhs-162-lola-rodriguez-de-tio,07X162,12
J.H.S. 162 THE WILLOUGHBY,BROOKLYN,99.2,476,http://data.schoolbook.org/school/1480-jhs-162-the-willoughby,32K162,
J.H.S. 166 GEORGE GERSHWIN,BROOKLYN,95.9,97,http://data.schoolbook.org/school/906-jhs-166-george-gershwin,19K166,
J.H.S. 167 ROBERT F. WAGNER,MANHATTAN,96.7,1358,http://data.schoolbook.org/school/57-jhs-167-robert-f-wagner,02M167,36
J.H.S. 185 EDWARD BLEEKER,QUEENS,99.1,1525,http://data.schoolbook.org/school/1160-jhs-185-edward-bleeker,25Q185,
J.H.S. 189 DANIEL CARTER BEARD,QUEENS,99.6,684,http://data.schoolbook.org/school/1161-jhs-189-daniel-carter-beard,25Q189,
J.H.S. 190 RUSSELL SAGE,QUEENS,96,1039,http://data.schoolbook.org/school/1300-jhs-190-russell-sage,28Q190,27
J.H.S. 194 WILLIAM CARR,QUEENS,99.3,1084,http://data.schoolbook.org/school/1163-jhs-194-william-carr,25Q194,
J.H.S. 201 THE DYKER HEIGHTS,BROOKLYN,99.2,1410,http://data.schoolbook.org/school/964-jhs-201-the-dyker-heights,20K201,
J.H.S. 202 ROBERT H. GODDARD,QUEENS,98.2,1065,http://data.schoolbook.org/school/1245-jhs-202-robert-h-goddard,27Q202,
J.H.S. 210 ELIZABETH BLACKWELL,QUEENS,97.8,1899,http://data.schoolbook.org/school/1247-jhs-210-elizabeth-blackwell,27Q210,38
J.H.S. 216 GEORGE J. RYAN,QUEENS,99.1,1391,http://data.schoolbook.org/school/1208-jhs-216-george-j-ryan,26Q216,
J.H.S. 217 ROBERT A. VAN WYCK,QUEENS,97.2,1623,http://data.schoolbook.org/school/1303-jhs-217-robert-a-van-wyck,28Q217,43
J.H.S. 218 JAMES P. SINNOTT,BROOKLYN,90.5,464,http://data.schoolbook.org/school/913-jhs-218-james-p-sinnott,19K218,40
J.H.S. 22 JORDAN L. MOTT,BRONX,98.8,484,http://data.schoolbook.org/school/396-jhs-022-jordan-l-mott,09X022,
J.H.S. 220 JOHN J. PERSHING,BROOKLYN,98.7,1397,http://data.schoolbook.org/school/967-jhs-220-john-j-pershing,20K220,11
J.H.S. 223 THE MONTAUK,BROOKLYN,95.7,953,http://data.schoolbook.org/school/968-jhs-223-the-montauk,20K223,34
J.H.S. 226 VIRGIL I. GRISSOM,QUEENS,97.9,1066,http://data.schoolbook.org/school/1251-jhs-226-virgil-i-grissom,27Q226,10
J.H.S. 227 EDWARD B. SHALLOW,BROOKLYN,99.5,1279,http://data.schoolbook.org/school/969-jhs-227-edward-b-shallow,20K227,
J.H.S. 234 ARTHUR W. CUNNINGHAM,BROOKLYN,99.5,1916,http://data.schoolbook.org/school/1044-jhs-234-arthur-w-cunningham,22K234,
J.H.S. 259 WILLIAM MCKINLEY,BROOKLYN,98.8,1485,http://data.schoolbook.org/school/972-jhs-259-william-mckinley,20K259,11
J.H.S. 278 MARINE PARK,BROOKLYN,98.6,1004,http://data.schoolbook.org/school/1053-jhs-278-marine-park,22K278,
J.H.S. 291 ROLAND HAYES,BROOKLYN,97.1,409,http://data.schoolbook.org/school/1482-jhs-291-roland-hayes,32K291,
J.H.S. 292 MARGARET S. DOUGLAS,BROOKLYN,92.8,692,http://data.schoolbook.org/school/918-jhs-292-margaret-s-douglas,19K292,36
J.H.S. 302 RAFAEL CORDERO,BROOKLYN,97.8,270,http://data.schoolbook.org/school/919-jhs-302-rafael-cordero,19K302,
J.H.S. 383 PHILIPPA SCHUYLER,BROOKLYN,99.9,913,http://data.schoolbook.org/school/1489-jhs-383-philippa-schuyler,32K383,
J.H.S. 50 JOHN D. WELLS,BROOKLYN,92.2,231,http://data.schoolbook.org/school/707-jhs-050-john-d-wells,14K050,13
J.H.S. 52 INWOOD,MANHATTAN,90.9,495,http://data.schoolbook.org/school/259-jhs-052-inwood,06M052,45
J.H.S. 54 BOOKER T. WASHINGTON,MANHATTAN,97,813,http://data.schoolbook.org/school/142-jhs-054-booker-t-washington,03M054,15
J.H.S. 57 WHITELAW REID,BROOKLYN,92.7,179,http://data.schoolbook.org/school/793-jhs-057-whitelaw-reid,16K057,
J.H.S. 62 DITMAS,BROOKLYN,97.9,1284,http://data.schoolbook.org/school/945-jhs-062-ditmas,20K062,12
J.H.S. 67 LOUIS PASTEUR,QUEENS,99.5,884,http://data.schoolbook.org/school/1190-jhs-067-louis-pasteur,26Q067,
J.H.S. 74 NATHANIEL HAWTHORNE,QUEENS,99.6,1042,http://data.schoolbook.org/school/1191-jhs-074-nathaniel-hawthorne,26Q074,,,
J.H.S. 78 ROY H. MANN,BROOKLYN,97.6,780,http://data.schoolbook.org/school/1028-jhs-078-roy-h-mann,22K078,14,,
J.H.S. 8 RICHARD S. GROSSLEY,QUEENS,97.2,496,http://data.schoolbook.org/school/1275-jhs-008-richard-s-grossley,28Q008,12,,
J.H.S. 80 THE MOSHOLU PARKWAY,BRONX,97.3,666,http://data.schoolbook.org/school/480-jhs-080-the-mosholu-parkway,10X080,14,,
J.H.S. 88 PETER ROUGET,BROOKLYN,93,1250,http://data.schoolbook.org/school/753-jhs-088-peter-rouget,15K088,83,,
J.H.S. 98 HERMAN RIDDER,BRONX,96.9,257,http://data.schoolbook.org/school/611-jhs-098-herman-ridder,12X098,,,
J.M. RAPPORT SCHOOL CAREER DEVELOPMENT,BRONX,98.5,334,http://data.schoolbook.org/school/1554-j-m-rapport-school-career-development,75X754,,,
JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,MANHATTAN,96.2,605,http://data.schoolbook.org/school/118-jacqueline-kennedy-onassis-high-school,02M529,10,,
JAMAICA CHILDREN'S SCHOOL,QUEENS,97.1,35,http://data.schoolbook.org/school/4278-jamaica-childrens-school,28Q312,,,
JAMAICA GATEWAY TO THE SCIENCES,JAMAICA,98.6,491,http://data.schoolbook.org/school/3496-jamaica-gateway-to-the-sciences,28Q350,,,
JAMAICA SDA -BUSY BEE LEARNING CENTER,QUEENS,85,,,,,,3.428E+11
"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",MANHATTAN,95.9,169,http://data.schoolbook.org/school/79-james-baldwin-school-the-a-school-for-expeditionary-learning,02M313,,,
JAMES MADISON HIGH SCHOOL,BROOKLYN,99.1,2869,http://data.schoolbook.org/school/1060-james-madison-high-school,22K425,14,,
JAMES WELDON JOHNSON,MANHATTAN,97.6,859,http://data.schoolbook.org/school/194-james-weldon-johnson,04M057,18,,
JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,BRONX,100,52,http://data.schoolbook.org/school/392-jane-addams-high-school-for-academic-careers,08X650,,,
JEAN NUZZI INTERMEDIATE SCHOOL,QUEENS,95.7,973,http://data.schoolbook.org/school/1330-jean-nuzzi-intermediate-school,29Q109,30,,
JEWISH CTR FOR SPEC EDUC,BROOKLYN,100,,,,,,3.32E+11
JEWISH FOUNDATION SCHOOL,STATEN ISLAND,93.3,,,,,,3.531E+11
JEWISH INSTITUTE OF QUEENS,QUEENS,90.8,,,,,,3.428E+11
JGB EDUCATION SERVICES,MANHATTAN,97.7,,,,,,3.103E+11
JILL CHAIFETZ TRANSFER HIGH SCHOOL,BRONX,95.8,72,http://data.schoolbook.org/school/326-jill-chaifetz-transfer-high-school,07X379,,,
JOHN A COLEMAN SCHOOL,MANHATTAN,100,,,,,,3.10201E+11
JOHN ADAMS HIGH SCHOOL,QUEENS,97.4,2134,http://data.schoolbook.org/school/1273-john-adams-high-school,27Q480,55,,
JOHN BOWNE HIGH SCHOOL,QUEENS,98.7,3143,http://data.schoolbook.org/school/1178-john-bowne-high-school,25Q425,33,,
JOHN DEWEY HIGH SCHOOL,BROOKLYN,96.5,1727,http://data.schoolbook.org/school/1020-john-dewey-high-school,21K540,54,,
JOHN ERICSSON MIDDLE SCHOOL 126,BROOKLYN,98.1,321,http://data.schoolbook.org/school/713-john-ericsson-middle-school-126,14K126,,,
JOHN F. KENNEDY JR. SCHOOL,QUEENS,96.9,319,http://data.schoolbook.org/school/1536-john-f-kennedy-jr-school,75Q721,,,
JONAS BRONCK ACADEMY,BRONX,100,261,http://data.schoolbook.org/school/497-jonas-bronck-academy,10X228,,,
JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,BRONX,98.6,73,http://data.schoolbook.org/school/453-jonathan-levin-high-school-for-media-and-communications,09X414,,,
JOSEPH S GRUSS YESHIVAH H S,BROOKLYN,100,,,,,,3.322E+11
JUAN MOREL CAMPOS SECONDARY SCHOOL,BROOKLYN,95.6,613,http://data.schoolbook.org/school/709-juan-morel-campos-secondary-school,14K071,25,,
KAPPA,BRONX,97.7,302,http://data.schoolbook.org/school/422-kappa,09X215,,,
KAPPA III,BRONX,98.3,348,http://data.schoolbook.org/school/635-kappa-iii,12X316,,,
KAPPA IV,MANHATTAN,98.5,197,http://data.schoolbook.org/school/239-kappa-iv,05M302,,,
KAPPA V,BROOKLYN,96.9,195,http://data.schoolbook.org/school/1081-kappa-v,23K518,,,
KEREN HATORAH,BROOKLYN,100,,,,,,3.314E+11
KEW FOREST SCHOOL,QUEENS,96.9,,,,,,3.42801E+11
KHALIL GIBRAN INTERNATIONAL ACADEMY,BROOKLYN,94.6,167,http://data.schoolbook.org/school/4247-khalil-gibran-international-academy,15K592,,,
KHHD YOEL OF SATMAR BP,BROOKLYN,96.6,,,,,,3.314E+11
"KINGS ACADEMY OF THE TRUE CHURCH OF GOD, INC.",MANHATTAN,97.3,,,,,,3.10501E+11
KINGS HIGHWAY PREP SCHOOL,BROOKLYN,100,,,,,,3.31801E+11
KINGSBOROUGH EARLY COLLEGE SCHOOL,BROOKLYN,99.1,544,http://data.schoolbook.org/school/1018-kingsborough-early-college-school,21K468,,,
KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,BRONX,83,323,http://data.schoolbook.org/school/503-kingsbridge-international-high-school,10X268,55,,
KINNERET DAY SCHOOL,BRONX,96.6,,,,,,3.21E+11
KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA),BRONX,98.2,443,http://data.schoolbook.org/school/521-knowledge-and-power-preparatory-academy-international-high-school-kappa,10X374,,,
KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,QUEENS,98.1,259,http://data.schoolbook.org/school/1258-knowledge-and-power-preparatory-academy-vi,27Q282,,,
KOLLEL ZICHRON YEHUDA,BROOKLYN,87.5,,,,,,3.32E+11
KOLLEL ZICHRON YOSEF,BROOKLYN,100,,,,,,3.322E+11
KURT HAHN EXPEDITIONARY LEARNING SCHOOL,BROOKLYN,98.4,304,http://data.schoolbook.org/school/883-kurt-hahn-expeditionary-learning-school,18K569,,,
LA SALLE ACADEMY,MANHATTAN,93.7,,,,,,3.101E+11
LA SCUOLA D' ITALIA G. MARCONI,MANHATTAN,99.1,,,,,,3.10201E+11
LANDMARK HIGH SCHOOL,MANHATTAN,99.7,294,http://data.schoolbook.org/school/98-landmark-high-school,02M419,,,
LAVELLE SCHOOL FOR THE BLIND,BRONX,96.1,,,,,,3.21101E+11
"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",QUEENS,99,101,http://data.schoolbook.org/school/1360-law-government-and-community-service-high-school,29Q494,,,
LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,MANHATTAN,98.5,601,http://data.schoolbook.org/school/101-leadership-and-public-service-high-school,02M425,,,
LEADERSHIP INSTITUTE,BRONX,97,165,http://data.schoolbook.org/school/437-leadership-institute,09X276,,,
LEARNERS AND LEADERS,QUEENS,99.2,396,http://data.schoolbook.org/school/1129-learners-and-leaders,24Q305,,,
LEARNING SPRING SCHOOL,MANHATTAN,100,,,,,,3.10201E+11
LEARNING TREE MULTI-CULTURAL SCHOOL,QUEENS,100,,,,,,3.43001E+11
LEARNING TREE PREP SCHOOL(THE),BRONX,97.6,,,,,,3.21101E+11
LEGACY SCHOOL FOR INTEGRATED STUDIES,MANHATTAN,100,11,http://data.schoolbook.org/school/103-legacy-school-for-integrated-studies,02M429,,,
LEIF ERICSON DAY SCHOOL,BROOKLYN,97,,,,,,3.32E+11
LEMAN MANHATTAN PREP,MANHATTAN,94.2,,,,,,3.10201E+11
LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,BROOKLYN,98.9,1060,http://data.schoolbook.org/school/1062-leon-m-goldstein-high-school-for-the-sciences,22K535,,,
LEV BAIS YAAKOV,BROOKLYN,98.4,,,,,,3.322E+11
LEXINGTON SCHOOL FOR THE DEAF,QUEENS,98.2,,,,,,3.43001E+11
LIBERATION DIPLOMA PLUS,BROOKLYN,97,67,http://data.schoolbook.org/school/1025-liberation-diploma-plus,21K728,,,
LIBERTY AVENUE MIDDLE SCHOOL,BROOKLYN,97.3,292,http://data.schoolbook.org/school/4256-liberty-avenue-middle-school,19K662,,,
LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,MANHATTAN,64.5,245,http://data.schoolbook.org/school/124-liberty-high-school-academy-for-newcomers,02M550,84,,
LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,BROOKLYN,98.7,230,http://data.schoolbook.org/school/1021-life-academy-high-school-for-film-and-music,21K559,,,
LIFE SCIENCES SECONDARY SCHOOL,MANHATTAN,99.1,643,http://data.schoolbook.org/school/138-life-sciences-secondary-school,02M655,,,
LIFE-SKILLS SCHOOL (THE),QUEENS,91.7,,,,,,3.42801E+11
LIFELINE CENTER FOR CHILD DEVELOPMENT,QUEENS,99.2,,,,,,3.42601E+11
LINDEN SEVENTH-DAY ADVENTIST ELEMENTARY SCHOOL,QUEENS,87,,,,,,3.429E+11
LINDEN TREE ELEMENTARY SCHOOL,BRONX,97.6,205,http://data.schoolbook.org/school/4177-linden-tree-elementary-school,11X567,,,
LITTLE FLOWER PREP SCHOOL,BROOKLYN,97.2,,,,,,3.32201E+11
LITTLE RED SCHOOL HOUSE,MANHATTAN,96,,,,,,3.10201E+11
LONG ISLAND CITY HIGH SCHOOL,QUEENS,96.3,1700,http://data.schoolbook.org/school/1400-long-island-city-high-school,30Q450,59,,
LORGE SCHOOL,MANHATTAN,80.5,,,,,,3.10201E+11
LOWELL SCHOOL-BAYSIDE,QUEENS,98.2,,,,,,3.42601E+11
LOWELL-FLUSHING,QUEENS,92.8,,,,,,3.42501E+11
LOWER EAST SIDE PREPARATORY HIGH SCHOOL,MANHATTAN,93.3,119,http://data.schoolbook.org/school/27-lower-east-side-preparatory-high-school,01M515,,,
LOWER MANHATTAN ARTS ACADEMY,MANHATTAN,99.4,347,http://data.schoolbook.org/school/77-lower-manhattan-arts-academy,02M308,,,
LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,MANHATTAN,96.4,363,http://data.schoolbook.org/school/139-lower-manhattan-community-middle-school,02M896,,,
LUBAVITCHER H S,BROOKLYN,94.6,,,,,,3.321E+11
LUBAVITCHER SCHOOL CHABAD,BROOKLYN,82.1,,,,,,3.321E+11
LUBAVITCHER YESHIVA,BROOKLYN,90.9,,,,,,3.317E+11
LUCERO ELEMENTARY SCHOOL,BRONX,99.6,239,http://data.schoolbook.org/school/4234-lucero-elementary-school,09X311,,,
LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY,BRONX,99,405,http://data.schoolbook.org/school/509-ps-x307-eames-place,10X307,,,
LURIA ACADEMY OF BROOKLYN,BROOKLYN,98.7,,,,,,3.313E+11
LUTH ELEM SCH-BAY RIDGE,BROOKLYN,89.8,,,,,,3.32E+11
LUTHERAN SCHOOL OF FLUSHING & BAYSIDE,QUEENS,90.9,,,,,,3.426E+11
LYCEE FRANCAIS DE N Y,MANHATTAN,97.8,,,,,,3.10201E+11
LYCEUM KENNEDY,MANHATTAN,100,,,,,,3.10201E+11
LYONS COMMUNITY SCHOOL,BROOKLYN,96.6,466,http://data.schoolbook.org/school/737-lyons-community-school,14K586,,,
M.A.C.A.D.E.M.Y.,BROOKLYN,90.7,,,,,,3.31701E+11
M.S. 113 RONALD EDMONDS LEARNING CENTER,BROOKLYN,97.5,563,http://data.schoolbook.org/school/666-ms-113-ronald-edmonds-learning-center,13K113,
M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,BRONX,96.4,551,http://data.schoolbook.org/school/613-ps-129-twin-parks-upper,12X129,
M.S. 131,MANHATTAN,99.5,427,http://data.schoolbook.org/school/53-ms-131,02M131,
M.S. 137 AMERICA'S SCHOOL OF HEROES,QUEENS,98.1,1909,http://data.schoolbook.org/school/1240-ms-137-americas-school-of-heroes,27Q137,32
M.S. 142 JOHN PHILIP SOUSA,BRONX,86.6,112,http://data.schoolbook.org/school/565-ms-142-john-philip-sousa,11X142,
M.S. 158 MARIE CURIE,QUEENS,99.7,1046,http://data.schoolbook.org/school/1196-ms-158-marie-curie,26Q158,
M.S. 180 DR. DANIEL HALE WILLIAMS,BRONX,95.4,882,http://data.schoolbook.org/school/572-ms-180-dr-daniel-hale-williams,11X180,29
M.S. 203,BRONX,96.1,76,http://data.schoolbook.org/school/315-ms-203,07X203,
M.S. 223 THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY,BRONX,98.8,497,http://data.schoolbook.org/school/317-ms-223-the-laboratory-school-of-finance-and-technology,07X223,
M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,MANHATTAN,98.8,164,http://data.schoolbook.org/school/206-ms-224-manhattan-east-school-for-arts-academics,04M224,
M.S. 243 CENTER SCHOOL,MANHATTAN,98.7,228,http://data.schoolbook.org/school/159-ms-243-center-school,03M243,
M.S. 246 WALT WHITMAN,BROOKLYN,93.9,574,http://data.schoolbook.org/school/827-ms-246-walt-whitman,17K246,30
M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,MANHATTAN,94.7,189,http://data.schoolbook.org/school/162-ms-250-west-side-collaborative-middle-school,03M250,
M.S. 255 SALK SCHOOL OF SCIENCE,MANHATTAN,100,366,http://data.schoolbook.org/school/64-ms-255-salk-school-of-science,02M255,
M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,MANHATTAN,97.3,146,http://data.schoolbook.org/school/163-ms-256-academic-athletic-excellence,03M256,
M.S. 260 CLINTON SCHOOL WRITERS & ARTISTS,MANHATTAN,98.5,269,http://data.schoolbook.org/school/65-ms-260-clinton-school-writers-artists,02M260,
"M.S. 267 MATH, SCIENCE & TECHNOLOGY",BROOKLYN,97.8,227,http://data.schoolbook.org/school/797-ms-267-math-science-technology,16K267,,
M.S. 301 PAUL L. DUNBAR,BRONX,88.1,202,http://data.schoolbook.org/school/367-ms-301-paul-l-dunbar,08X301,19,
M.S. 302 LUISA DESSUS CRUZ,BRONX,96.3,545,http://data.schoolbook.org/school/368-ms-302-luisa-dessus-cruz,08X302,13,
M.S. 319 - MARIA TERESA,MANHATTAN,97,608,http://data.schoolbook.org/school/279-ms-319-maria-teresa,06M319,12,
M.S. 324 - PATRIA MIRABAL,MANHATTAN,98.9,473,http://data.schoolbook.org/school/282-ms-324-patria-mirabal,06M324,,
M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,MANHATTAN,95.5,222,http://data.schoolbook.org/school/284-ms-326-writers-today-leaders-tomorrow,06M326,,
M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,MANHATTAN,99.1,222,http://data.schoolbook.org/school/285-ms-328-manhattan-middle-school-for-scientific-inquiry,06M328,,
M.S. 35 STEPHEN DECATUR,BROOKLYN,98.4,185,http://data.schoolbook.org/school/791-ms-035-stephen-decatur,16K035,,
M.S. 390,BRONX,99.5,400,http://data.schoolbook.org/school/524-ms-390,10X390,,
M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,BROOKLYN,98.5,197,http://data.schoolbook.org/school/769-new-horizons-school,15K442,,
M.S. 51 WILLIAM ALEXANDER,BROOKLYN,93,1116,http://data.schoolbook.org/school/751-ms-51-william-alexander,15K051,58,15
M.S. 53 BRIAN PICCOLO,QUEENS,94.1,358,http://data.schoolbook.org/school/1221-ms-053-brian-piccolo,27Q053,11,
M.S. 582,BROOKLYN,98,244,http://data.schoolbook.org/school/736-ms-582,14K582,,
M.S. 584,BROOKLYN,92.2,102,http://data.schoolbook.org/school/806-ms-584,16K584,,
M.S. 596 PEACE ACADEMY,BROOKLYN,100,48,http://data.schoolbook.org/school/694-knowledge-and-power-preparatory-academy-vii-middle-school,13K596,,
M.S. 61 DR. GLADSTONE H. ATWELL,BROOKLYN,95,801,http://data.schoolbook.org/school/816-ms-061-dr-gladstone-h-atwell,17K061,29,
M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL,BROOKLYN,97.6,126,http://data.schoolbook.org/school/670-ms-k266-park-place-community-middle-school,13K266,,,
M.S. K394,BROOKLYN,96.7,611,http://data.schoolbook.org/school/838-ms-k394,17K394,19,,
